epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,49.5566,1.32535,1.387,1.16644,0.50861,0.36611,0.39153,0.25041,1.41769,2.87892,1.75421,0.001208,0.001208,0.001208
22,52.5357,1.17858,1.31086,1.14154,0.29664,0.64706,0.3164,0.17807,1.30996,3.82934,1.5597,0.0011684,0.0011684,0.0011684
23,55.1217,1.2176,1.22666,1.09889,0.54049,0.47059,0.4824,0.26385,1.45509,4.48463,1.63072,0.0011288,0.0011288,0.0011288
24,57.0916,1.17136,1.26422,1.09615,0.35106,0.41176,0.33401,0.2043,1.38143,3.38672,1.55256,0.0010892,0.0010892,0.0010892
25,59.1627,1.21847,1.30405,1.14165,0.42793,0.47059,0.41949,0.2613,1.38557,2.41193,1.60013,0.0010496,0.0010496,0.0010496
26,61.1466,1.25205,1.14696,1.14121,0.59717,0.58824,0.57076,0.33491,1.43632,1.6576,1.54039,0.00101,0.00101,0.00101
27,63.0068,1.14416,1.11101,1.09944,0.65891,0.82353,0.75443,0.47468,1.40092,1.28807,1.46764,0.0009704,0.0009704,0.0009704
28,65.3902,1.26825,1.17411,1.13091,0.87999,0.86346,0.82092,0.50106,1.33013,1.2448,1.40871,0.0009308,0.0009308,0.0009308
29,68.2677,1.14767,1.11227,1.08401,0.80347,0.88235,0.79316,0.5259,1.29843,1.2736,1.39906,0.0008912,0.0008912,0.0008912
30,70.9607,1.22744,1.11529,1.10996,0.87256,0.80633,0.79141,0.45371,1.41224,1.1758,1.49306,0.0008516,0.0008516,0.0008516
31,72.8586,1.08794,1.05105,1.07539,0.94643,0.70588,0.85319,0.5668,1.2547,1.03044,1.48528,0.000812,0.000812,0.000812
32,75.1558,1.06751,0.99842,1.10323,0.84054,0.70588,0.83847,0.54227,1.23802,1.07251,1.42429,0.0007724,0.0007724,0.0007724
33,77.1416,1.11132,0.96506,1.04454,0.89592,0.70588,0.83818,0.54313,1.28308,1.09082,1.43449,0.0007328,0.0007328,0.0007328
34,79.183,1.13915,0.99536,1.05358,0.87346,0.81264,0.87388,0.56009,1.21744,1.05979,1.35073,0.0006932,0.0006932,0.0006932
35,81.98,1.1211,1.01778,1.04741,0.85389,0.82353,0.88739,0.56883,1.22696,1.02225,1.35021,0.0006536,0.0006536,0.0006536
36,85.356,1.05035,0.92836,1.03021,0.87869,0.88235,0.92811,0.56327,1.24891,1.00319,1.32085,0.000614,0.000614,0.000614
37,87.4217,1.11989,0.93305,1.04972,0.78873,0.94118,0.91908,0.58131,1.17203,0.97246,1.28084,0.0005744,0.0005744,0.0005744
38,89.5776,0.98119,0.90935,1.09096,0.93693,0.87429,0.93091,0.61001,1.17884,0.91045,1.28166,0.0005348,0.0005348,0.0005348
39,91.4611,0.9935,0.91768,1.03913,0.93716,0.87762,0.93091,0.63217,1.21674,0.91174,1.30302,0.0004952,0.0004952,0.0004952
40,93.7329,0.96502,0.90512,1.07828,0.93718,0.87789,0.91579,0.62106,1.17008,0.87271,1.30338,0.0004556,0.0004556,0.0004556
41,99.3604,1.01185,1.07862,1.07386,0.93968,0.91718,0.92743,0.60774,1.13933,0.8788,1.2962,0.000416,0.000416,0.000416
42,101.658,0.95293,0.99274,1.00023,0.94082,0.93551,0.92743,0.58794,1.14941,0.87314,1.26561,0.0003764,0.0003764,0.0003764
43,104.108,0.92534,1.03566,1.02605,0.94041,0.92894,0.93802,0.59714,1.2003,0.89606,1.30664,0.0003368,0.0003368,0.0003368
44,106.071,0.90327,1.03918,0.98362,0.97022,0.88235,0.93079,0.62141,1.19246,0.91335,1.29871,0.0002972,0.0002972,0.0002972
45,107.934,0.91629,1.04387,1.00933,0.97283,0.88235,0.93308,0.63078,1.18842,0.88951,1.29424,0.0002576,0.0002576,0.0002576
46,110.556,0.95378,0.97528,0.99602,0.91322,0.88235,0.92705,0.61237,1.17114,0.88044,1.29176,0.000218,0.000218,0.000218
47,113.354,0.89804,0.8943,0.9926,0.97026,0.82353,0.92166,0.59708,1.14621,0.87516,1.29468,0.0001784,0.0001784,0.0001784
48,115.527,0.87418,0.92301,0.98068,0.97042,0.82353,0.92374,0.6146,1.09833,0.8636,1.2777,0.0001388,0.0001388,0.0001388
49,117.364,0.86551,0.90623,0.96461,0.96937,0.82353,0.92166,0.62014,1.08086,0.86137,1.27199,9.92e-05,9.92e-05,9.92e-05
50,119.416,0.83334,0.85871,0.95514,0.97123,0.82353,0.92166,0.63387,1.05889,0.8529,1.26409,5.96e-05,5.96e-05,5.96e-05
