set,crop_path,plate,conf,raw
crops_yolo_fuzzy_a0.2_b0.4_c0.7_d0.9,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.2_b0.4_c0.7_d0.9/Cars98_0.png,VW10RPY__,,"[""VW10RPY__""]"
crops_yolo_fuzzy_a0.2_b0.4_c0.7_d0.9,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.2_b0.4_c0.7_d0.9/Cars98_1.png,3ASR334__,,"[""3ASR334__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars367_0.png,8600CLE__,,"[""8600CLE__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars374_0.png,S7J0K____,,"[""S7J0K____""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars380_0.png,CE733429_,,"[""CE733429_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars382_0.png,CR41G____,,"[""CR41G____""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars382_1.png,102202___,,"[""102202___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars387_0.png,K26AZ5___,,"[""K26AZ5___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars410_0.png,9M18P000_,,"[""9M18P000_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars422_0.png,900E739__,,"[""900E739__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars425_0.png,G526JHH0_,,"[""G526JHH0_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars432_0.png,D199AK49_,,"[""D199AK49_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars53_0.png,CH10OSE__,,"[""CH10OSE__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars61_0.png,MMN306___,,"[""MMN306___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars65_0.png,DRIMM1___,,"[""DRIMM1___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars68_0.png,BJ5506___,,"[""BJ5506___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars71_0.png,Z0N1G43__,,"[""Z0N1G43__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars71_1.png,LD44BFL__,,"[""LD44BFL__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars72_0.png,L1CNN5112,,"[""L1CNN5112""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars77_0.png,R26UU89__,,"[""R26UU89__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars77_1.png,W0N000___,,"[""W0N000___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars93_0.png,I957CL___,,"[""I957CL___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars96_0.png,PGMN112__,,"[""PGMN112__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars98_0.png,VW0RRR___,,"[""VW0RRR___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars98_1.png,VWCRRR___,,"[""VWCRRR___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars367_0.png,BPC0563__,,"[""BPC0563__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars367_1.png,H30H89___,,"[""H30H89___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars374_0.png,S730M8___,,"[""S730M8___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars382_0.png,899A16___,,"[""899A16___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars387_0.png,P90A399__,,"[""P90A399__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars394_0.png,B82911___,,"[""B82911___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars394_1.png,A13973___,,"[""A13973___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars410_0.png,BBB8018__,,"[""BBB8018__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars425_0.png,G5268188_,,"[""G5268188_""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars432_0.png,DL48AK44_,,"[""DL48AK44_""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars53_0.png,C11C00S__,,"[""C11C00S__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars61_0.png,MMN300___,,"[""MMN300___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars61_1.png,BA9777___,,"[""BA9777___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars65_0.png,BREHHH___,,"[""BREHHH___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars68_0.png,C455VR___,,"[""C455VR___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars71_0.png,NH3342___,,"[""NH3342___""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars72_0.png,DLNC9561_,,"[""DLNC9561_""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars77_0.png,R26C033__,,"[""R26C033__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars96_0.png,PBWWNL2__,,"[""PBWWNL2__""]"
crops_yolo_high_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_30/Cars98_0.png,MMRRR888_,,"[""MMRRR888_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars367_0.png,8600B6___,,"[""8600B6___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars367_1.png,N663366__,,"[""N663366__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars374_0.png,8990B888_,,"[""8990B888_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars380_0.png,CG238508_,,"[""CG238508_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars382_0.png,PS8000___,,"[""PS8000___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars387_0.png,BB47866__,,"[""BB47866__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars410_0.png,WF1200___,,"[""WF1200___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars425_0.png,GG2681HD_,,"[""GG2681HD_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars432_0.png,B44BKK4__,,"[""B44BKK4__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars53_0.png,8811GB98_,,"[""8811GB98_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars61_0.png,MMN301___,,"[""MMN301___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars65_0.png,UR1DH1E__,,"[""UR1DH1E__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars68_0.png,P245U8___,,"[""P245U8___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars71_0.png,SE00N17__,,"[""SE00N17__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars71_1.png,C1E5510__,,"[""C1E5510__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars72_0.png,D75W56___,,"[""D75W56___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars77_0.png,R2BC888__,,"[""R2BC888__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars77_1.png,62MAAA5__,,"[""62MAAA5__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars93_0.png,1M004____,,"[""1M004____""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars93_1.png,1AHCS____,,"[""1AHCS____""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars96_0.png,1GM98888_,,"[""1GM98888_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars98_0.png,0CRRR88__,,"[""0CRRR88__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars98_1.png,BBBRR88__,,"[""BBBRR88__""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars367_0.png,33444____,,"[""33444____""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars374_0.png,BW1106___,,"[""BW1106___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars380_0.png,B33666___,,"[""B33666___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars380_1.png,B33066___,,"[""B33066___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars380_2.png,3336_6___,,"[""3336_6___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars380_3.png,333600___,,"[""333600___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars380_4.png,H33066___,,"[""H33066___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars382_0.png,139999___,,"[""139999___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars387_0.png,H3400____,,"[""H3400____""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars387_1.png,101000___,,"[""101000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars394_0.png,H30066___,,"[""H30066___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars410_0.png,WWW655___,,"[""WWW655___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars422_0.png,B00000___,,"[""B00000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars425_0.png,144490___,,"[""144490___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars432_0.png,333666___,,"[""333666___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars53_0.png,C96999___,,"[""C96999___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars61_0.png,NT8831___,,"[""NT8831___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars61_1.png,H33006___,,"[""H33006___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars65_0.png,B00000___,,"[""B00000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars68_0.png,H33303___,,"[""H33303___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars71_0.png,B00000___,,"[""B00000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars71_1.png,B3300____,,"[""B3300____""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars72_0.png,T70000___,,"[""T70000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars77_0.png,333373___,,"[""333373___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars77_1.png,W33000___,,"[""W33000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars93_0.png,B33006___,,"[""B33006___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars93_1.png,B33666___,,"[""B33666___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars93_2.png,33366____,,"[""33366____""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars93_3.png,33060____,,"[""33060____""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars96_0.png,B333000__,,"[""B333000__""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars96_1.png,H33000___,,"[""H33000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars98_0.png,3W6666___,,"[""3W6666___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars98_1.png,S30000___,,"[""S30000___""]"
crops_yolo_low_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_20/Cars98_2.png,333373___,,"[""333373___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars367_0.png,CC6623___,,"[""CC6623___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars367_1.png,L77602___,,"[""L77602___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars374_0.png,931199___,,"[""931199___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars380_0.png,333366___,,"[""333366___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars382_0.png,G134_____,,"[""G134_____""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars387_0.png,3999703__,,"[""3999703__""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars410_0.png,EWWP008__,,"[""EWWP008__""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars425_0.png,37066____,,"[""37066____""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars432_0.png,A313930__,,"[""A313930__""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars53_0.png,C0955____,,"[""C0955____""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars65_0.png,1A0300___,,"[""1A0300___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars68_0.png,H0677____,,"[""H0677____""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars71_0.png,H33000___,,"[""H33000___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars71_1.png,B33666___,,"[""B33666___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars72_0.png,B73362___,,"[""B73362___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars77_0.png,333666___,,"[""333666___""]"
crops_yolo_low_30,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_low_30/Cars93_0.png,B30000___,,"[""B30000___""]"
