epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,45.3891,1.38068,1.50855,1.19225,0.04309,0.23529,0.07803,0.03476,1.76596,35.8932,1.91267,0.001208,0.001208,0.001208
22,47.1435,1.30275,1.41867,1.24634,0.1239,0.17647,0.10598,0.05582,1.72024,14.7483,1.87114,0.0011684,0.0011684,0.0011684
23,48.9319,1.30305,1.32705,1.16566,0.43383,0.35294,0.37098,0.19202,1.67632,4.55076,1.66773,0.0011288,0.0011288,0.0011288
24,50.7155,1.27781,1.35729,1.14496,0.81945,0.53433,0.6698,0.38128,1.52881,3.00934,1.51619,0.0010892,0.0010892,0.0010892
25,53.2902,1.32751,1.4243,1.21409,0.81728,0.58824,0.63315,0.34497,1.56435,3.22728,1.50981,0.0010496,0.0010496,0.0010496
26,55.76,1.31854,1.29577,1.17706,0.70475,0.56272,0.59515,0.31518,1.60321,2.22233,1.47305,0.00101,0.00101,0.00101
27,57.3736,1.31584,1.20029,1.17709,0.64004,0.64706,0.57728,0.32469,1.5715,1.77963,1.48669,0.0009704,0.0009704,0.0009704
28,59.2994,1.34262,1.29594,1.20474,0.81407,0.77307,0.8582,0.48464,1.55984,1.34311,1.49623,0.0009308,0.0009308,0.0009308
29,60.8894,1.28065,1.15218,1.16281,0.91869,0.88235,0.88608,0.51094,1.53247,1.26096,1.4477,0.0008912,0.0008912,0.0008912
30,62.8612,1.22687,1.23579,1.12264,0.7536,0.82353,0.81284,0.47332,1.4993,1.33431,1.45253,0.0008516,0.0008516,0.0008516
31,64.6838,1.20002,1.20126,1.12029,0.93595,0.86054,0.88015,0.50818,1.40736,1.25328,1.38771,0.000812,0.000812,0.000812
32,67.2036,1.2403,1.09868,1.19998,0.9897,0.88235,0.89013,0.53383,1.41933,1.19105,1.41082,0.0007724,0.0007724,0.0007724
33,69.6805,1.217,1.03307,1.08432,0.97894,0.88235,0.88957,0.50459,1.44489,1.16762,1.42879,0.0007328,0.0007328,0.0007328
34,71.4022,1.18496,1.07487,1.08451,0.93666,0.8705,0.88168,0.51122,1.52196,1.14451,1.46965,0.0006932,0.0006932,0.0006932
35,73.1634,1.26486,1.11288,1.15462,0.88945,0.82353,0.86716,0.52194,1.50705,1.08096,1.45128,0.0006536,0.0006536,0.0006536
36,74.9425,1.14548,1.03841,1.08213,0.92596,0.82353,0.87538,0.48944,1.50112,1.23015,1.47422,0.000614,0.000614,0.000614
37,76.7285,1.27287,1.06877,1.11718,0.88134,0.87421,0.88362,0.47121,1.49341,1.23488,1.49093,0.0005744,0.0005744,0.0005744
38,78.7845,1.09778,1.01583,1.15221,1,0.81514,0.88683,0.49545,1.43516,1.16094,1.41997,0.0005348,0.0005348,0.0005348
39,81.209,1.09653,1.01615,1.09357,0.88211,0.88235,0.87699,0.5003,1.46568,1.11332,1.41753,0.0004952,0.0004952,0.0004952
40,83.7747,1.08059,0.99498,1.10862,1,0.82179,0.88529,0.51512,1.48261,1.04537,1.41837,0.0004556,0.0004556,0.0004556
41,87.1276,1.09659,1.12292,1.10498,0.99172,0.82353,0.88568,0.49408,1.48808,1.02342,1.4427,0.000416,0.000416,0.000416
42,89.2198,1.07906,1.13164,1.05112,0.98794,0.82353,0.88464,0.48081,1.51494,1.06628,1.4799,0.0003764,0.0003764,0.0003764
43,90.9887,1.0359,1.06213,1.0725,0.95881,0.82353,0.91112,0.46322,1.56028,1.16258,1.51588,0.0003368,0.0003368,0.0003368
44,92.8736,1.01088,1.04943,1.04739,0.9926,0.82353,0.90728,0.4609,1.55098,1.16978,1.52638,0.0002972,0.0002972,0.0002972
45,95.0238,0.99723,1.02827,1.06536,0.99184,0.82353,0.9022,0.4739,1.54481,1.16078,1.5194,0.0002576,0.0002576,0.0002576
46,97.6191,1.01597,0.97793,1.02906,0.93673,0.87145,0.89545,0.48285,1.52477,1.15396,1.51421,0.000218,0.000218,0.000218
47,99.4539,0.95255,0.9136,1.01944,0.93726,0.88235,0.89276,0.47855,1.52706,1.07891,1.49058,0.0001784,0.0001784,0.0001784
48,101.039,0.94191,0.97584,1.0111,0.9333,0.88235,0.89333,0.47849,1.5213,1.05814,1.46938,0.0001388,0.0001388,0.0001388
49,102.93,0.905,0.92934,1.01139,0.93306,0.88235,0.89348,0.47669,1.51575,1.06314,1.46791,9.92e-05,9.92e-05,9.92e-05
50,104.759,0.88768,0.89215,0.96321,0.93642,0.88235,0.89333,0.47374,1.51834,1.07375,1.46002,5.96e-05,5.96e-05,5.96e-05
