epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,40.9717,1.46597,1.66095,1.23827,0.62573,0.59018,0.46515,0.23257,1.61045,2.29836,1.52782,0.0013664,0.0013664,0.0013664
18,42.9543,1.41248,1.58037,1.21142,0.49187,0.64706,0.44733,0.18121,1.86904,2.77776,1.7502,0.0013268,0.0013268,0.0013268
19,44.9732,1.2783,1.5253,1.17259,0.73277,0.47059,0.51474,0.24575,1.75561,3.12981,1.748,0.0012872,0.0012872,0.0012872
20,46.9758,1.37156,1.45793,1.18633,0.79423,0.41176,0.54041,0.27819,1.6986,2.37877,1.7703,0.0012476,0.0012476,0.0012476
21,49.1532,1.37417,1.57321,1.16695,0.54605,0.42531,0.4753,0.24178,1.65571,2.53608,1.75768,0.001208,0.001208,0.001208
22,51.9652,1.24592,1.45533,1.14871,0.87933,0.47059,0.51919,0.30392,1.59383,2.60733,1.76017,0.0011684,0.0011684,0.0011684
23,54.5712,1.28687,1.3894,1.1334,0.77833,0.41322,0.49997,0.2705,1.75606,3.59236,1.83072,0.0011288,0.0011288,0.0011288
24,56.4884,1.27494,1.40718,1.14259,0.79629,0.46078,0.47678,0.27791,1.67767,2.93836,1.8357,0.0010892,0.0010892,0.0010892
25,58.1673,1.31958,1.39326,1.15636,0.83808,0.41176,0.46763,0.25471,1.73697,2.60764,1.84213,0.0010496,0.0010496,0.0010496
26,60.4142,1.19913,1.25273,1.11149,0.96844,0.52941,0.61711,0.32021,1.77421,1.93304,1.81717,0.00101,0.00101,0.00101
27,62.8935,1.3003,1.18717,1.13905,0.77973,0.58824,0.68356,0.38154,1.59906,1.85477,1.6889,0.0009704,0.0009704,0.0009704
28,65.5556,1.33719,1.26646,1.17231,0.67504,0.85605,0.81803,0.43945,1.57296,1.43165,1.66519,0.0009308,0.0009308,0.0009308
29,68.4469,1.22863,1.13296,1.12817,0.81156,0.70588,0.75531,0.43152,1.58382,1.47667,1.68726,0.0008912,0.0008912,0.0008912
30,70.5877,1.15508,1.10668,1.08397,0.71217,0.64706,0.62569,0.34157,1.59553,1.66132,1.61722,0.0008516,0.0008516,0.0008516
31,72.5668,1.21338,1.16035,1.13604,0.63545,0.61611,0.66413,0.32754,1.53425,1.59367,1.57434,0.000812,0.000812,0.000812
32,74.4692,1.19446,1.14056,1.17675,0.85249,0.68098,0.78487,0.41295,1.55386,1.55663,1.53107,0.0007724,0.0007724,0.0007724
33,76.3438,1.1822,1.05283,1.08576,1,0.69323,0.82306,0.44772,1.50286,1.51102,1.46575,0.0007328,0.0007328,0.0007328
34,79.0302,1.16256,1.00675,1.04766,0.79899,0.76471,0.88074,0.51755,1.37036,1.25056,1.37892,0.0006932,0.0006932,0.0006932
35,81.9016,1.11666,1.01315,1.07259,0.88119,0.76471,0.86441,0.49569,1.38953,1.17824,1.4273,0.0006536,0.0006536,0.0006536
36,84.446,1.10246,1.04135,1.05317,0.96727,0.76471,0.89758,0.48753,1.39221,1.09552,1.38603,0.000614,0.000614,0.000614
37,86.432,1.11786,1.00412,1.03552,0.94022,0.76471,0.90199,0.50686,1.40277,1.06187,1.38741,0.0005744,0.0005744,0.0005744
38,88.6067,1.10072,0.98963,1.15845,0.79593,0.91844,0.90808,0.48395,1.44521,1.02282,1.37753,0.0005348,0.0005348,0.0005348
39,90.571,1.0623,0.92981,1.06022,0.9745,0.88235,0.93841,0.50151,1.41733,1.022,1.4254,0.0004952,0.0004952,0.0004952
40,92.6049,1.05351,0.95476,1.08438,0.99651,0.88235,0.91937,0.53502,1.28458,1.05933,1.34625,0.0004556,0.0004556,0.0004556
41,98.1852,1.04568,1.14145,1.0654,0.98377,0.88235,0.91708,0.5313,1.25257,1.05797,1.31191,0.000416,0.000416,0.000416
42,100.48,0.98554,1.04588,1.03451,0.94634,0.70588,0.87318,0.48195,1.26635,1.27535,1.33651,0.0003764,0.0003764,0.0003764
43,102.881,1.00761,1.05511,1.04691,0.9963,0.58824,0.82462,0.46703,1.30398,1.28533,1.38237,0.0003368,0.0003368,0.0003368
44,104.878,1.00257,1.15119,1.04113,0.84363,0.76471,0.87883,0.492,1.29738,1.14294,1.3765,0.0002972,0.0002972,0.0002972
45,106.763,0.99095,1.02698,1.04233,1,0.82306,0.91494,0.51155,1.29662,1.05879,1.37015,0.0002576,0.0002576,0.0002576
46,109.156,1.00211,0.9315,1.03679,0.99436,0.88235,0.92872,0.52521,1.29541,0.95337,1.36321,0.000218,0.000218,0.000218
47,112.192,0.925,0.942,1.01302,0.98622,0.82353,0.91825,0.57954,1.29219,0.9159,1.36811,0.0001784,0.0001784,0.0001784
48,114.167,0.87129,0.93251,0.9661,0.9907,0.82353,0.92855,0.59671,1.2804,0.9295,1.38527,0.0001388,0.0001388,0.0001388
49,116.04,0.90715,0.94235,1.00397,0.9917,0.82353,0.92855,0.58701,1.28162,0.9285,1.38917,9.92e-05,9.92e-05,9.92e-05
50,118.056,0.84675,0.88429,0.95508,0.99291,0.82353,0.93175,0.57884,1.2814,0.92084,1.38896,5.96e-05,5.96e-05,5.96e-05
