epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,74.6073,1.16671,0.98038,1.05222,1,0.76208,0.80794,0.55868,1.1357,1.24253,1.27592,0.0007328,0.0007328,0.0007328
34,76.6376,1.07864,0.95044,1.03182,0.99043,0.76471,0.83488,0.51961,1.32517,1.15186,1.33778,0.0006932,0.0006932,0.0006932
35,78.5041,1.12679,0.98327,1.07374,0.98331,0.82353,0.86149,0.5611,1.40004,1.11447,1.38608,0.0006536,0.0006536,0.0006536
36,80.4019,1.0333,0.91017,1.03922,0.99833,0.82353,0.88707,0.58836,1.22821,0.92832,1.32282,0.000614,0.000614,0.000614
37,82.4415,1.10057,0.9076,1.04466,1,0.82076,0.88883,0.5934,1.22622,0.92601,1.32104,0.0005744,0.0005744,0.0005744
38,84.3169,0.99091,0.88548,1.08469,0.95244,0.82353,0.89056,0.57027,1.33551,1.012,1.3547,0.0005348,0.0005348,0.0005348
39,87.1324,1.03813,0.92178,1.03977,0.97059,0.82353,0.89603,0.60468,1.18344,0.97128,1.27952,0.0004952,0.0004952,0.0004952
40,89.7158,0.97832,0.89428,1.05557,0.99298,0.82353,0.91508,0.66678,0.97903,0.86727,1.21882,0.0004556,0.0004556,0.0004556
41,93.7268,1.06651,1.03038,1.08742,0.99781,0.82353,0.92602,0.65942,0.96521,0.82396,1.19307,0.000416,0.000416,0.000416
42,95.7498,0.97146,0.99019,1.011,0.99766,0.88235,0.93561,0.64052,1.09656,0.86481,1.23708,0.0003764,0.0003764,0.0003764
43,98.1851,0.96877,1.06954,1.03193,1,0.87728,0.92872,0.61069,1.1965,0.90717,1.27795,0.0003368,0.0003368,0.0003368
44,100.64,1.03889,1.06095,1.0163,0.9996,0.88235,0.93561,0.64539,1.11479,0.84207,1.22968,0.0002972,0.0002972,0.0002972
45,103.417,0.94126,0.95762,1.01069,0.97488,0.88235,0.93841,0.6529,1.07292,0.81456,1.21811,0.0002576,0.0002576,0.0002576
46,105.415,0.93488,0.93503,0.98047,0.9256,0.88235,0.92704,0.64292,1.04338,0.81009,1.2079,0.000218,0.000218,0.000218
47,107.135,0.90725,0.88231,0.97139,0.92267,0.88235,0.90053,0.66661,1.04187,0.83845,1.17613,0.0001784,0.0001784,0.0001784
48,109.112,0.89946,0.95763,0.97292,0.92704,0.88235,0.89466,0.64375,1.04757,0.84365,1.16128,0.0001388,0.0001388,0.0001388
49,110.88,0.85442,0.86437,0.9854,0.92924,0.88235,0.89524,0.65313,1.05655,0.84165,1.16209,9.92e-05,9.92e-05,9.92e-05
50,112.643,0.86587,0.88962,0.97969,0.93727,0.87916,0.89681,0.65263,1.05876,0.83295,1.16078,5.96e-05,5.96e-05,5.96e-05
