epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,67.3944,1.10967,1.04292,1.06706,0.91353,0.88235,0.92811,0.60538,1.26484,1.05616,1.32482,0.0008912,0.0008912,0.0008912
30,69.3494,1.15944,1.0837,1.07636,0.98562,0.88235,0.8986,0.62663,1.18978,1.00638,1.31021,0.0008516,0.0008516,0.0008516
31,71.2614,1.10911,1.00398,1.06961,0.87021,0.88235,0.86451,0.61605,1.12647,1.01319,1.31502,0.000812,0.000812,0.000812
32,73.1924,1.06522,0.99868,1.13076,1,0.7036,0.85437,0.56733,1.17764,1.01729,1.30619,0.0007724,0.0007724,0.0007724
33,75.6763,1.07588,0.93231,1.03378,0.92861,0.82353,0.87099,0.5486,1.27955,1.03518,1.31981,0.0007328,0.0007328,0.0007328
34,78.5618,1.13719,0.94835,1.0526,0.94042,0.76471,0.86853,0.53257,1.24406,1.05543,1.35707,0.0006932,0.0006932,0.0006932
35,80.6367,1.10183,1.00945,1.06304,0.87255,0.88235,0.87811,0.52868,1.40269,1.03725,1.44608,0.0006536,0.0006536,0.0006536
36,82.9258,1.00181,0.90002,1.01954,0.8678,0.88235,0.87545,0.5357,1.26611,1.01715,1.31309,0.000614,0.000614,0.000614
37,84.823,1.03487,0.91792,1.0122,0.98274,0.76471,0.87271,0.55868,1.163,1.0162,1.26448,0.0005744,0.0005744,0.0005744
38,86.8169,1.00997,0.88535,1.09904,0.82033,0.88235,0.87469,0.52827,1.25187,1.07848,1.31355,0.0005348,0.0005348,0.0005348
39,88.6089,0.99828,0.91278,1.04051,0.78873,0.88235,0.87237,0.54015,1.14421,1.08198,1.24707,0.0004952,0.0004952,0.0004952
40,91.5086,0.97651,0.87048,1.05199,0.90031,0.76471,0.87512,0.56919,1.05023,1.0435,1.17966,0.0004556,0.0004556,0.0004556
41,96.0243,1.01474,1.08327,1.0634,0.87025,0.76471,0.88044,0.57505,1.03589,1.04749,1.18153,0.000416,0.000416,0.000416
42,98.2061,0.92637,0.96363,0.99372,0.88225,0.82353,0.87899,0.58802,1.09443,1.09185,1.19077,0.0003764,0.0003764,0.0003764
43,100.083,0.91645,1.04863,0.99703,0.89874,0.82353,0.8737,0.56239,1.11273,1.15578,1.20125,0.0003368,0.0003368,0.0003368
44,102.098,0.98934,1.08391,0.99365,0.93632,0.86573,0.89241,0.6041,1.04722,0.99996,1.19072,0.0002972,0.0002972,0.0002972
45,104.278,0.92324,1.01145,1.01,0.93687,0.8735,0.8919,0.62279,1.04227,0.94551,1.18077,0.0002576,0.0002576,0.0002576
46,107.05,0.90349,0.9271,0.98311,0.93686,0.87335,0.8836,0.62777,1.02101,0.90842,1.1442,0.000218,0.000218,0.000218
47,109.158,0.8586,0.88495,0.97438,0.88226,0.88163,0.8671,0.60094,1.01744,0.89725,1.1335,0.0001784,0.0001784,0.0001784
48,111.127,0.90604,0.91597,0.95689,0.8818,0.87794,0.85278,0.58729,1.06052,0.88187,1.15235,0.0001388,0.0001388,0.0001388
49,112.999,0.80982,0.86373,0.96204,0.87945,0.88235,0.85073,0.58259,1.06461,0.86686,1.16086,9.92e-05,9.92e-05,9.92e-05
50,114.95,0.83315,0.86141,0.95457,0.86808,0.88235,0.85796,0.60525,1.04941,0.85065,1.167,5.96e-05,5.96e-05,5.96e-05
